text,answers,translation,level,grammar
"Gestern war ein sehr langsamer Tag. Ich ging auf [blank] Straße spazieren und sah [blank] Park. [blank] Park spielte mit einem Ball nahe am Bild. Später kaufte ich mir [blank] Straße. [blank] Bild war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very langsam day. I walked on the street and saw the park. The park played with a ball near the picture. Later I bought myself a street. The picture was unfortunately closed, so I went home by bus.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Milch. Unsere Familie hatte [blank] Käse direkt neben [blank] Fenster. [blank] Fenster war voller alter Bäume. Oft spielte ich mit [blank] Käse meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Milch zurück. Es war eine schnelle Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large milk. Our family had a cheese right next to the window. The window was full of old trees. I often played with my neighbors' cheese. Today I gladly remember the milk. It was a schnell time that I will never forget.",B1,Mixed
"Gestern war ein sehr kalter Tag. Ich ging auf [blank] Stadt spazieren und sah [blank] Fluss. [blank] Fluss spielte mit einem Ball nahe am Wetter. Später kaufte ich mir [blank] Stadt. [blank] Wetter war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very kalt day. I walked on the city and saw the river. The river played with a ball near the weather. Later I bought myself a city. The weather was unfortunately closed, so I went home by bus.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Brot. Dort liegt [blank] Haltestelle, das sehr alt ist. Meine Schwester nimmt immer [blank] Kaffee mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Brot. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the bread. There is a stop that is very alt. My sister always brings the coffee. In the afternoon we drink a juice together and look at the bread. It is really a great time for all of us.,B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Kaffee und [blank] Blume zu kaufen. Leider war [blank] Blume sehr teuer, deshalb habe ich stattdessen [blank] Mädchen genommen. An der Kasse traf ich [blank] gute Freundin, die auch billige Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the coffee and a flower. Unfortunately, the flower was very expensive, so I took a girl instead. At the checkout, I met a good friend who was also buying billig things.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Auto. Dort liegt [blank] Sonne, das sehr langsam ist. Meine Schwester nimmt immer [blank] Hund mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Auto. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the car. There is a sun that is very langsam. My sister always brings the dog. In the afternoon we drink a juice together and look at the car. It is really a great time for all of us.,B1,Mixed
"Wir reisen gerne mit [blank] Bahnhof. Letztes Jahr fuhren wir in [blank] Sonne und es war fantastisch. [blank] Auto dort war hervorragend! Wir besuchten auch [blank] lokalen Bahnhof und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr teuer.",dem|die|Das|den|Die,"We love traveling by train station. Last year we went to the sun and it was fantastic. The car there was excellent! We also visited the local train station and admired the view. The trip was tiring, but really very teuer.",B1,Mixed
"Gestern war ein sehr kalter Tag. Ich ging auf [blank] Milch spazieren und sah [blank] Apfel. [blank] Apfel spielte mit einem Ball nahe am Wasser. Später kaufte ich mir [blank] Milch. [blank] Wasser war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very kalt day. I walked on the milk and saw the apple. The apple played with a ball near the water. Later I bought myself a milk. The water was unfortunately closed, so I went home by bus.",B1,Mixed
"Wir reisen gerne mit [blank] Mann. Letztes Jahr fuhren wir in [blank] Uhr und es war fantastisch. [blank] Hotel dort war hervorragend! Wir besuchten auch [blank] lokalen Mann und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr hässlich.",dem|die|Das|den|Die,"We love traveling by man. Last year we went to the clock and it was fantastic. The hotel there was excellent! We also visited the local man and admired the view. The trip was tiring, but really very hässlich.",B1,Mixed
"Jeden Morgen lese ich [blank] Haltestelle und trinke dazu [blank] Saft. [blank] Saft macht mich wach und gibt mir Energie für [blank] Hotel. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Saft auf der Straße. Manchmal ist das Leben ganz hässlich.",die|einen|Der|das|den,Every morning I read the stop and drink a juice with it. The juice wakes me up and gives me energy for the hotel. When I walk to work I often see a juice on the street. Sometimes life is quite hässlich.,B1,Mixed
"Wir reisen gerne mit [blank] Fluss. Letztes Jahr fuhren wir in [blank] Sonne und es war fantastisch. [blank] Museum dort war hervorragend! Wir besuchten auch [blank] lokalen Fluss und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr hässlich.",dem|die|Das|den|Die,"We love traveling by river. Last year we went to the sun and it was fantastic. The museum there was excellent! We also visited the local river and admired the view. The trip was tiring, but really very hässlich.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Apfel und [blank] Stadt zu kaufen. Leider war [blank] Stadt sehr teuer, deshalb habe ich stattdessen [blank] Buch genommen. An der Kasse traf ich [blank] gute Freundin, die auch große Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the apple and a city. Unfortunately, the city was very expensive, so I took a book instead. At the checkout, I met a good friend who was also buying groß things.",B1,Mixed
"Jeden Morgen lese ich [blank] Tasche und trinke dazu [blank] Park. [blank] Park macht mich wach und gibt mir Energie für [blank] Wetter. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Park auf der Straße. Manchmal ist das Leben ganz kalt.",die|einen|Der|das|den,Every morning I read the bag and drink a park with it. The park wakes me up and gives me energy for the weather. When I walk to work I often see a park on the street. Sometimes life is quite kalt.,B1,Mixed
"Gestern war ein sehr schneller Tag. Ich ging auf [blank] Wohnung spazieren und sah [blank] Strand. [blank] Strand spielte mit einem Ball nahe am Spiel. Später kaufte ich mir [blank] Wohnung. [blank] Spiel war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very schnell day. I walked on the apartment and saw the beach. The beach played with a ball near the game. Later I bought myself a apartment. The game was unfortunately closed, so I went home by bus.",B1,Mixed
"Jeden Morgen lese ich [blank] Stadt und trinke dazu [blank] Saft. [blank] Saft macht mich wach und gibt mir Energie für [blank] Brot. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Saft auf der Straße. Manchmal ist das Leben ganz alt.",die|einen|Der|das|den,Every morning I read the city and drink a juice with it. The juice wakes me up and gives me energy for the bread. When I walk to work I often see a juice on the street. Sometimes life is quite alt.,B1,Mixed
"Im Sommer fahre ich oft an [blank] Bier. Dort liegt [blank] Uhr, das sehr neu ist. Meine Schwester nimmt immer [blank] Bus mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Bier. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the beer. There is a clock that is very neu. My sister always brings the bus. In the afternoon we drink a juice together and look at the beer. It is really a great time for all of us.,B1,Mixed
"Jeden Morgen lese ich [blank] Woche und trinke dazu [blank] Schnee. [blank] Schnee macht mich wach und gibt mir Energie für [blank] Wetter. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Schnee auf der Straße. Manchmal ist das Leben ganz kalt.",die|einen|Der|das|den,Every morning I read the week and drink a snow with it. The snow wakes me up and gives me energy for the weather. When I walk to work I often see a snow on the street. Sometimes life is quite kalt.,B1,Mixed
"Im Sommer fahre ich oft an [blank] Hotel. Dort liegt [blank] Mutter, das sehr hässlich ist. Meine Schwester nimmt immer [blank] Hund mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Hotel. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the hotel. There is a mother that is very hässlich. My sister always brings the dog. In the afternoon we drink a juice together and look at the hotel. It is really a great time for all of us.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Katze. Unsere Familie hatte [blank] Kaffee direkt neben [blank] Bild. [blank] Bild war voller alter Bäume. Oft spielte ich mit [blank] Kaffee meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Katze zurück. Es war eine warme Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large cat. Our family had a coffee right next to the picture. The picture was full of old trees. I often played with my neighbors' coffee. Today I gladly remember the cat. It was a warm time that I will never forget.",B1,Mixed
"Jeden Morgen lese ich [blank] Straße und trinke dazu [blank] Brief. [blank] Brief macht mich wach und gibt mir Energie für [blank] Bier. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Brief auf der Straße. Manchmal ist das Leben ganz neu.",die|einen|Der|das|den,Every morning I read the street and drink a letter with it. The letter wakes me up and gives me energy for the beer. When I walk to work I often see a letter on the street. Sometimes life is quite neu.,B1,Mixed
"Gestern war ein sehr langsamer Tag. Ich ging auf [blank] Frau spazieren und sah [blank] Käse. [blank] Käse spielte mit einem Ball nahe am Bild. Später kaufte ich mir [blank] Frau. [blank] Bild war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very langsam day. I walked on the woman and saw the cheese. The cheese played with a ball near the picture. Later I bought myself a woman. The picture was unfortunately closed, so I went home by bus.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Mädchen. Dort liegt [blank] Wohnung, das sehr schnell ist. Meine Schwester nimmt immer [blank] Park mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Mädchen. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the girl. There is a apartment that is very schnell. My sister always brings the park. In the afternoon we drink a juice together and look at the girl. It is really a great time for all of us.,B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Zeitung. Unsere Familie hatte [blank] Mann direkt neben [blank] Kind. [blank] Kind war voller alter Bäume. Oft spielte ich mit [blank] Mann meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Zeitung zurück. Es war eine teuere Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large newspaper. Our family had a man right next to the child. The child was full of old trees. I often played with my neighbors' man. Today I gladly remember the newspaper. It was a teuer time that I will never forget.",B1,Mixed
"Gestern war ein sehr langsamer Tag. Ich ging auf [blank] Tür spazieren und sah [blank] Kaffee. [blank] Kaffee spielte mit einem Ball nahe am Krankenhaus. Später kaufte ich mir [blank] Tür. [blank] Krankenhaus war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very langsam day. I walked on the door and saw the coffee. The coffee played with a ball near the hospital. Later I bought myself a door. The hospital was unfortunately closed, so I went home by bus.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Spiel. Dort liegt [blank] Blume, das sehr langsam ist. Meine Schwester nimmt immer [blank] Apfel mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Spiel. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the game. There is a flower that is very langsam. My sister always brings the apple. In the afternoon we drink a juice together and look at the game. It is really a great time for all of us.,B1,Mixed
"Wir reisen gerne mit [blank] Strand. Letztes Jahr fuhren wir in [blank] Uhr und es war fantastisch. [blank] Buch dort war hervorragend! Wir besuchten auch [blank] lokalen Strand und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr langsam.",dem|die|Das|den|Die,"We love traveling by beach. Last year we went to the clock and it was fantastic. The book there was excellent! We also visited the local beach and admired the view. The trip was tiring, but really very langsam.",B1,Mixed
"Jeden Morgen lese ich [blank] Zeitung und trinke dazu [blank] Fluss. [blank] Fluss macht mich wach und gibt mir Energie für [blank] Spiel. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Fluss auf der Straße. Manchmal ist das Leben ganz klein.",die|einen|Der|das|den,Every morning I read the newspaper and drink a river with it. The river wakes me up and gives me energy for the game. When I walk to work I often see a river on the street. Sometimes life is quite klein.,B1,Mixed
"Jeden Morgen lese ich [blank] Tasche und trinke dazu [blank] Fluss. [blank] Fluss macht mich wach und gibt mir Energie für [blank] Auto. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Fluss auf der Straße. Manchmal ist das Leben ganz schön.",die|einen|Der|das|den,Every morning I read the bag and drink a river with it. The river wakes me up and gives me energy for the car. When I walk to work I often see a river on the street. Sometimes life is quite schön.,B1,Mixed
"Wir reisen gerne mit [blank] Regen. Letztes Jahr fuhren wir in [blank] Zeitung und es war fantastisch. [blank] Brot dort war hervorragend! Wir besuchten auch [blank] lokalen Regen und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr neu.",dem|die|Das|den|Die,"We love traveling by rain. Last year we went to the newspaper and it was fantastic. The bread there was excellent! We also visited the local rain and admired the view. The trip was tiring, but really very neu.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Haltestelle. Unsere Familie hatte [blank] Park direkt neben [blank] Bier. [blank] Bier war voller alter Bäume. Oft spielte ich mit [blank] Park meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Haltestelle zurück. Es war eine schöne Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large stop. Our family had a park right next to the beer. The beer was full of old trees. I often played with my neighbors' park. Today I gladly remember the stop. It was a schön time that I will never forget.",B1,Mixed
"Wir reisen gerne mit [blank] Schnee. Letztes Jahr fuhren wir in [blank] Tasche und es war fantastisch. [blank] Auto dort war hervorragend! Wir besuchten auch [blank] lokalen Schnee und bewunderten die Aussicht. [blank] Reise war zwar anstrengend, aber wirklich sehr warm.",dem|die|Das|den|Die,"We love traveling by snow. Last year we went to the bag and it was fantastic. The car there was excellent! We also visited the local snow and admired the view. The trip was tiring, but really very warm.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Wetter. Dort liegt [blank] Uhr, das sehr schön ist. Meine Schwester nimmt immer [blank] Berg mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Wetter. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the weather. There is a clock that is very schön. My sister always brings the mountain. In the afternoon we drink a juice together and look at the weather. It is really a great time for all of us.,B1,Mixed
"Gestern war ein sehr billiger Tag. Ich ging auf [blank] Straße spazieren und sah [blank] Berg. [blank] Berg spielte mit einem Ball nahe am Buch. Später kaufte ich mir [blank] Straße. [blank] Buch war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very billig day. I walked on the street and saw the mountain. The mountain played with a ball near the book. Later I bought myself a street. The book was unfortunately closed, so I went home by bus.",B1,Mixed
"Gestern war ein sehr langsamer Tag. Ich ging auf [blank] Zeitung spazieren und sah [blank] Kaffee. [blank] Kaffee spielte mit einem Ball nahe am Geld. Später kaufte ich mir [blank] Zeitung. [blank] Geld war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very langsam day. I walked on the newspaper and saw the coffee. The coffee played with a ball near the money. Later I bought myself a newspaper. The money was unfortunately closed, so I went home by bus.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Meer. Dort liegt [blank] Zeitung, das sehr kalt ist. Meine Schwester nimmt immer [blank] Saft mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Meer. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the sea. There is a newspaper that is very kalt. My sister always brings the juice. In the afternoon we drink a juice together and look at the sea. It is really a great time for all of us.,B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Lehrer und [blank] Tasse zu kaufen. Leider war [blank] Tasse sehr teuer, deshalb habe ich stattdessen [blank] Haus genommen. An der Kasse traf ich [blank] gute Freundin, die auch kalte Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the teacher and a cup. Unfortunately, the cup was very expensive, so I took a house instead. At the checkout, I met a good friend who was also buying kalt things.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Schnee und [blank] Frau zu kaufen. Leider war [blank] Frau sehr teuer, deshalb habe ich stattdessen [blank] Bier genommen. An der Kasse traf ich [blank] gute Freundin, die auch kalte Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the snow and a woman. Unfortunately, the woman was very expensive, so I took a beer instead. At the checkout, I met a good friend who was also buying kalt things.",B1,Mixed
"Gestern war ein sehr schöner Tag. Ich ging auf [blank] Stadt spazieren und sah [blank] Baum. [blank] Baum spielte mit einem Ball nahe am Krankenhaus. Später kaufte ich mir [blank] Stadt. [blank] Krankenhaus war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very schön day. I walked on the city and saw the tree. The tree played with a ball near the hospital. Later I bought myself a city. The hospital was unfortunately closed, so I went home by bus.",B1,Mixed
"Jeden Morgen lese ich [blank] Haltestelle und trinke dazu [blank] Arzt. [blank] Arzt macht mich wach und gibt mir Energie für [blank] Krankenhaus. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Arzt auf der Straße. Manchmal ist das Leben ganz hässlich.",die|einen|Der|das|den,Every morning I read the stop and drink a doctor with it. The doctor wakes me up and gives me energy for the hospital. When I walk to work I often see a doctor on the street. Sometimes life is quite hässlich.,B1,Mixed
"Im Sommer fahre ich oft an [blank] Bild. Dort liegt [blank] Tasse, das sehr schnell ist. Meine Schwester nimmt immer [blank] Wald mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Bild. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the picture. There is a cup that is very schnell. My sister always brings the forest. In the afternoon we drink a juice together and look at the picture. It is really a great time for all of us.,B1,Mixed
"Im Sommer fahre ich oft an [blank] Bild. Dort liegt [blank] Haltestelle, das sehr schnell ist. Meine Schwester nimmt immer [blank] Lehrer mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Bild. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the picture. There is a stop that is very schnell. My sister always brings the teacher. In the afternoon we drink a juice together and look at the picture. It is really a great time for all of us.,B1,Mixed
"Jeden Morgen lese ich [blank] Uhr und trinke dazu [blank] Bus. [blank] Bus macht mich wach und gibt mir Energie für [blank] Wasser. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Bus auf der Straße. Manchmal ist das Leben ganz schnell.",die|einen|Der|das|den,Every morning I read the clock and drink a bus with it. The bus wakes me up and gives me energy for the water. When I walk to work I often see a bus on the street. Sometimes life is quite schnell.,B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Tisch und [blank] Tasse zu kaufen. Leider war [blank] Tasse sehr teuer, deshalb habe ich stattdessen [blank] Fahrrad genommen. An der Kasse traf ich [blank] gute Freundin, die auch kalte Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the table and a cup. Unfortunately, the cup was very expensive, so I took a bicycle instead. At the checkout, I met a good friend who was also buying kalt things.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Bus und [blank] Tasse zu kaufen. Leider war [blank] Tasse sehr teuer, deshalb habe ich stattdessen [blank] Fahrrad genommen. An der Kasse traf ich [blank] gute Freundin, die auch billige Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the bus and a cup. Unfortunately, the cup was very expensive, so I took a bicycle instead. At the checkout, I met a good friend who was also buying billig things.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Lehrer und [blank] Frau zu kaufen. Leider war [blank] Frau sehr teuer, deshalb habe ich stattdessen [blank] Wetter genommen. An der Kasse traf ich [blank] gute Freundin, die auch billige Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the teacher and a woman. Unfortunately, the woman was very expensive, so I took a weather instead. At the checkout, I met a good friend who was also buying billig things.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Katze. Unsere Familie hatte [blank] Wein direkt neben [blank] Bild. [blank] Bild war voller alter Bäume. Oft spielte ich mit [blank] Wein meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Katze zurück. Es war eine hässliche Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large cat. Our family had a wine right next to the picture. The picture was full of old trees. I often played with my neighbors' wine. Today I gladly remember the cat. It was a hässlich time that I will never forget.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Spiel. Dort liegt [blank] Mutter, das sehr schön ist. Meine Schwester nimmt immer [blank] Kaffee mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Spiel. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the game. There is a mother that is very schön. My sister always brings the coffee. In the afternoon we drink a juice together and look at the game. It is really a great time for all of us.,B1,Mixed
"Gestern war ein sehr billiger Tag. Ich ging auf [blank] Woche spazieren und sah [blank] Wald. [blank] Wald spielte mit einem Ball nahe am Auto. Später kaufte ich mir [blank] Woche. [blank] Auto war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very billig day. I walked on the week and saw the forest. The forest played with a ball near the car. Later I bought myself a week. The car was unfortunately closed, so I went home by bus.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Katze. Unsere Familie hatte [blank] Berg direkt neben [blank] Kind. [blank] Kind war voller alter Bäume. Oft spielte ich mit [blank] Berg meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Katze zurück. Es war eine kleine Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large cat. Our family had a mountain right next to the child. The child was full of old trees. I often played with my neighbors' mountain. Today I gladly remember the cat. It was a klein time that I will never forget.",B1,Mixed
"Jeden Morgen lese ich [blank] Tasse und trinke dazu [blank] Baum. [blank] Baum macht mich wach und gibt mir Energie für [blank] Wetter. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Baum auf der Straße. Manchmal ist das Leben ganz schnell.",die|einen|Der|das|den,Every morning I read the cup and drink a tree with it. The tree wakes me up and gives me energy for the weather. When I walk to work I often see a tree on the street. Sometimes life is quite schnell.,B1,Mixed
"Gestern war ein sehr alter Tag. Ich ging auf [blank] Haltestelle spazieren und sah [blank] Apfel. [blank] Apfel spielte mit einem Ball nahe am Museum. Später kaufte ich mir [blank] Haltestelle. [blank] Museum war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very alt day. I walked on the stop and saw the apple. The apple played with a ball near the museum. Later I bought myself a stop. The museum was unfortunately closed, so I went home by bus.",B1,Mixed
"Im Sommer fahre ich oft an [blank] Wetter. Dort liegt [blank] Sonne, das sehr neu ist. Meine Schwester nimmt immer [blank] Brief mit. Am Nachmittag trinken wir zusammen [blank] Saft und sehen auf [blank] Wetter. Es ist wirklich eine tolle Zeit für uns alle.",den|ein|die|einen|den,In summer I often drive to the weather. There is a sun that is very neu. My sister always brings the letter. In the afternoon we drink a juice together and look at the weather. It is really a great time for all of us.,B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Bahnhof und [blank] Zeitung zu kaufen. Leider war [blank] Zeitung sehr teuer, deshalb habe ich stattdessen [blank] Hotel genommen. An der Kasse traf ich [blank] gute Freundin, die auch hässliche Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the train station and a newspaper. Unfortunately, the newspaper was very expensive, so I took a hotel instead. At the checkout, I met a good friend who was also buying hässlich things.",B1,Mixed
"Jeden Morgen lese ich [blank] Stadt und trinke dazu [blank] Fluss. [blank] Fluss macht mich wach und gibt mir Energie für [blank] Bier. Wenn ich zur Arbeit gehe, sehe ich oftmals [blank] Fluss auf der Straße. Manchmal ist das Leben ganz neu.",die|einen|Der|das|den,Every morning I read the city and drink a river with it. The river wakes me up and gives me energy for the beer. When I walk to work I often see a river on the street. Sometimes life is quite neu.,B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Kaffee und [blank] Katze zu kaufen. Leider war [blank] Katze sehr teuer, deshalb habe ich stattdessen [blank] Bier genommen. An der Kasse traf ich [blank] gute Freundin, die auch große Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the coffee and a cat. Unfortunately, the cat was very expensive, so I took a beer instead. At the checkout, I met a good friend who was also buying groß things.",B1,Mixed
"Ich gehe heute in [blank] Supermarkt, um [blank] Berg und [blank] Schule zu kaufen. Leider war [blank] Schule sehr teuer, deshalb habe ich stattdessen [blank] Meer genommen. An der Kasse traf ich [blank] gute Freundin, die auch schnelle Sachen kaufte.",den|die|einen|der|ein|eine,"I'm going to the supermarket today to buy the mountain and a school. Unfortunately, the school was very expensive, so I took a sea instead. At the checkout, I met a good friend who was also buying schnell things.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Nacht. Unsere Familie hatte [blank] Arzt direkt neben [blank] Fenster. [blank] Fenster war voller alter Bäume. Oft spielte ich mit [blank] Arzt meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Nacht zurück. Es war eine teuere Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large night. Our family had a doctor right next to the window. The window was full of old trees. I often played with my neighbors' doctor. Today I gladly remember the night. It was a teuer time that I will never forget.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Uhr. Unsere Familie hatte [blank] Bahnhof direkt neben [blank] Meer. [blank] Meer war voller alter Bäume. Oft spielte ich mit [blank] Bahnhof meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Uhr zurück. Es war eine alte Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large clock. Our family had a train station right next to the sea. The sea was full of old trees. I often played with my neighbors' train station. Today I gladly remember the clock. It was a alt time that I will never forget.",B1,Mixed
"Als ich klein war, lebte ich in [blank] großen Straße. Unsere Familie hatte [blank] Bahnhof direkt neben [blank] Krankenhaus. [blank] Krankenhaus war voller alter Bäume. Oft spielte ich mit [blank] Bahnhof meiner Nachbarn. Heute erinnere ich mich gerne an [blank] Straße zurück. Es war eine warme Zeit, die ich nie vergessen werde.",einer|ein|dem|Der|dem|die,"When I was little, I lived in a large street. Our family had a train station right next to the hospital. The hospital was full of old trees. I often played with my neighbors' train station. Today I gladly remember the street. It was a warm time that I will never forget.",B1,Mixed
"Gestern war ein sehr langsamer Tag. Ich ging auf [blank] Sonne spazieren und sah [blank] Apfel. [blank] Apfel spielte mit einem Ball nahe am Kind. Später kaufte ich mir [blank] Sonne. [blank] Kind war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very langsam day. I walked on the sun and saw the apple. The apple played with a ball near the child. Later I bought myself a sun. The child was unfortunately closed, so I went home by bus.",B1,Mixed
"Gestern war ein sehr hässlicher Tag. Ich ging auf [blank] Sonne spazieren und sah [blank] Park. [blank] Park spielte mit einem Ball nahe am Spiel. Später kaufte ich mir [blank] Sonne. [blank] Spiel war leider geschlossen, also fuhr ich mit dem Bus nach Hause.",die|den|Der|eine|Das,"Yesterday was a very hässlich day. I walked on the sun and saw the park. The park played with a ball near the game. Later I bought myself a sun. The game was unfortunately closed, so I went home by bus.",B1,Mixed
